loan_amnt,funded_amnt,term,int_rate,grade,sub_grade,annual_inc,purpose,loan_status,dti,installment,home_ownership,verification_status,emp_length,addr_state,Income Band,Default
24825,24825, 36 months,23.4,E,E1,85000.0,debt_consolidation,Current,33.74,966.16,MORTGAGE,Verified,10+ years,NC,High Income,0
10000,10000, 36 months,16.14,C,C4,94000.0,moving,Current,16.05,352.27,MORTGAGE,Source Verified,10+ years,PA,High Income,0
4000,4000, 36 months,17.97,D,D1,90000.0,other,Current,27.96,144.55,MORTGAGE,Not Verified,10+ years,PA,High Income,0
35000,35000, 36 months,7.02,A,A2,133000.0,debt_consolidation,Current,9.5,1081.02,MORTGAGE,Not Verified,10+ years,MA,Very High Income,0
40000,40000, 36 months,7.02,A,A2,100000.0,debt_consolidation,Current,15.08,1235.45,MORTGAGE,Not Verified,2 years,WA,High Income,0
16000,16000, 60 months,11.8,B,B4,50000.0,debt_consolidation,Current,29.74,354.3,MORTGAGE,Not Verified,10+ years,MA,Medium Income,0
6000,6000, 36 months,13.56,C,C1,40000.0,debt_consolidation,Current,19.68,203.79,OWN,Not Verified,2 years,NY,Low Income,0
20000,20000, 36 months,11.31,B,B3,100000.0,debt_consolidation,Current,16.7,657.72,RENT,Not Verified,< 1 year,NC,High Income,0
23000,23000, 60 months,8.81,A,A5,85000.0,credit_card,Current,36.47,475.33,MORTGAGE,Not Verified,10+ years,WI,High Income,0
13000,13000, 36 months,8.81,A,A5,45000.0,credit_card,Current,24.51,412.25,RENT,Not Verified,2 years,FL,Medium Income,0
30000,30000, 36 months,14.47,C,C2,240000.0,home_improvement,Current,2.43,1032.2,OWN,Not Verified,< 1 year,FL,Very High Income,0
15000,15000, 60 months,8.19,A,A4,30000.0,home_improvement,Current,14.99,305.52,MORTGAGE,Verified,7 years,FL,Low Income,0
25000,25000, 36 months,8.19,A,A4,145000.0,debt_consolidation,Current,32.53,785.61,RENT,Not Verified,2 years,KY,Very High Income,0
18000,18000, 36 months,16.14,C,C4,58300.0,debt_consolidation,Current,23.88,634.08,RENT,Not Verified,< 1 year,CA,Medium Income,0
30000,30000, 36 months,8.81,A,A5,127000.0,debt_consolidation,Current,19.49,951.35,RENT,Source Verified,< 1 year,TX,Very High Income,0
6500,6500, 36 months,11.8,B,B4,100000.0,car,Current,7.19,215.28,MORTGAGE,Source Verified,10+ years,OH,High Income,0
10000,10000, 36 months,10.72,B,B2,68000.0,debt_consolidation,Current,5.47,326.07,MORTGAGE,Source Verified,10+ years,MD,Medium Income,0
5000,5000, 36 months,6.46,A,A1,125000.0,debt_consolidation,Current,21.55,153.16,MORTGAGE,Source Verified,3 years,CO,Very High Income,0
30000,30000, 36 months,7.56,A,A3,85000.0,debt_consolidation,Current,24.52,934.02,MORTGAGE,Not Verified,< 1 year,NC,High Income,0
20000,20000, 60 months,8.19,A,A4,98088.0,credit_card,Current,24.11,407.35,MORTGAGE,Not Verified,3 years,CA,High Income,0
10000,10000, 36 months,16.14,C,C4,65000.0,debt_consolidation,Current,25.89,352.27,OWN,Verified,10+ years,GA,Medium Income,0
20000,20000, 60 months,16.91,C,C5,250000.0,credit_card,Current,14.14,496.09,MORTGAGE,Not Verified,1 year,KS,Very High Income,0
12000,12000, 36 months,20.89,D,D4,65000.0,debt_consolidation,Current,17.17,451.43,RENT,Not Verified,< 1 year,NC,Medium Income,0
12000,12000, 36 months,7.56,A,A3,35000.0,credit_card,Current,14.85,373.61,RENT,Not Verified,2 years,NY,Low Income,0
6025,6025, 36 months,19.92,D,D3,40000.0,debt_consolidation,Current,19.02,223.67,RENT,Source Verified,2 years,MA,Low Income,0
10000,10000, 36 months,11.31,B,B3,100000.0,debt_consolidation,Current,7.02,328.86,OWN,Source Verified,6 years,CA,High Income,0
15000,15000, 60 months,10.72,B,B2,30000.0,credit_card,Current,30.6,324.05,MORTGAGE,Not Verified,2 years,PA,Low Income,0
12000,12000, 36 months,8.19,A,A4,75000.0,other,Current,31.73,377.09,MORTGAGE,Not Verified,6 years,IN,Medium Income,0
15000,15000, 60 months,12.98,B,B5,90000.0,major_purchase,Current,18.84,341.15,RENT,Not Verified,8 years,TX,High Income,0
40000,40000, 60 months,19.92,D,D3,65000.0,credit_card,Current,39.16,1057.98,MORTGAGE,Verified,2 years,CA,Medium Income,0
16000,16000, 60 months,11.8,B,B4,60000.0,debt_consolidation,Current,9.98,354.3,MORTGAGE,Source Verified,10+ years,IN,Medium Income,0
30000,30000, 60 months,10.72,B,B2,85000.0,debt_consolidation,Current,9.88,648.1,OWN,Source Verified,< 1 year,NY,High Income,0
4000,4000, 36 months,16.91,C,C5,50000.0,debt_consolidation,Current,7.35,142.44,RENT,Not Verified,4 years,AR,Medium Income,0
10000,10000, 36 months,7.56,A,A3,72000.0,debt_consolidation,Current,11.37,311.34,RENT,Source Verified,7 years,MA,Medium Income,0
35000,35000, 36 months,12.98,B,B5,115000.0,credit_card,Current,28.56,1178.96,RENT,Source Verified,< 1 year,TX,High Income,0
21000,21000, 36 months,7.02,A,A2,130000.0,debt_consolidation,Current,16.01,648.62,MORTGAGE,Not Verified,10+ years,CA,Very High Income,0
7000,7000, 36 months,10.72,B,B2,55000.0,credit_card,Current,11.72,228.25,MORTGAGE,Not Verified,5 years,MI,Medium Income,0
12500,12500, 36 months,7.02,A,A2,53000.0,debt_consolidation,Current,28.95,386.08,RENT,Source Verified,1 year,NY,Medium Income,0
35000,35000, 36 months,11.31,B,B3,99000.0,major_purchase,Current,7.02,1151.01,RENT,Source Verified,10+ years,MI,High Income,0
16375,16375, 60 months,22.35,D,D5,95000.0,debt_consolidation,Current,47.15,455.53,MORTGAGE,Verified,4 years,LA,High Income,0
12000,12000, 36 months,7.02,A,A2,67000.0,credit_card,Current,20.94,370.64,RENT,Not Verified,< 1 year,MD,Medium Income,0
15000,15000, 36 months,14.47,C,C2,38000.0,debt_consolidation,Current,10.08,516.1,OWN,Verified,2 years,MO,Low Income,0
9000,9000, 36 months,13.56,C,C1,150000.0,credit_card,Current,8.39,305.68,RENT,Source Verified,< 1 year,NY,Very High Income,0
25000,25000, 60 months,20.89,D,D4,45500.0,debt_consolidation,Current,26.04,674.79,RENT,Source Verified,< 1 year,LA,Medium Income,0
30000,30000, 60 months,14.47,C,C2,120000.0,debt_consolidation,Current,16.96,705.38,MORTGAGE,Not Verified,< 1 year,CA,High Income,0
20000,20000, 36 months,10.33,B,B1,185000.0,debt_consolidation,Current,28.54,648.45,MORTGAGE,Verified,< 1 year,NY,Very High Income,0
6000,6000, 36 months,19.92,D,D3,65000.0,credit_card,Current,25.13,222.74,MORTGAGE,Source Verified,10+ years,NC,Medium Income,0
29000,29000, 36 months,14.47,C,C2,40000.0,major_purchase,Current,41.31,997.79,MORTGAGE,Not Verified,8 years,NY,Low Income,0
24000,24000, 60 months,14.47,C,C2,110000.0,credit_card,Current,15.27,564.31,RENT,Source Verified,10+ years,CA,High Income,0
6000,6000, 36 months,15.02,C,C3,51000.0,credit_card,Current,24.89,208.06,RENT,Source Verified,3 years,OH,Medium Income,0
8800,8800, 36 months,11.31,B,B3,68000.0,debt_consolidation,Current,17.97,289.4,MORTGAGE,Not Verified,10+ years,OR,Medium Income,0
10000,10000, 36 months,8.81,A,A5,65000.0,credit_card,Current,22.3,317.12,RENT,Not Verified,5 years,GA,Medium Income,0
14400,14400, 60 months,10.72,B,B2,79000.0,other,Current,4.83,311.09,OWN,Not Verified,< 1 year,IL,Medium Income,0
9600,9600, 36 months,18.94,D,D2,103000.0,debt_consolidation,Current,21.41,351.61,OWN,Not Verified,10+ years,MI,High Income,0
30000,30000, 60 months,8.19,A,A4,200000.0,home_improvement,Current,11.51,611.03,MORTGAGE,Not Verified,10+ years,NY,Very High Income,0
20000,20000, 36 months,8.81,A,A5,115000.0,credit_card,Current,11.82,634.23,RENT,Not Verified,7 years,MN,High Income,0
10500,10500, 60 months,15.02,C,C3,80000.0,debt_consolidation,Current,22.38,249.91,RENT,Not Verified,7 years,MN,Medium Income,0
5400,5400, 36 months,8.19,A,A4,72000.0,medical,Current,25.43,169.7,OWN,Not Verified,5 years,UT,Medium Income,0
24000,24000, 60 months,8.19,A,A4,160000.0,credit_card,Current,26.72,488.82,MORTGAGE,Not Verified,10+ years,MA,Very High Income,0
28000,28000, 60 months,12.98,B,B5,95000.0,home_improvement,Current,15.82,636.8,MORTGAGE,Verified,10+ years,WV,High Income,0
10000,10000, 60 months,15.02,C,C3,36000.0,credit_card,Current,19.73,238.01,RENT,Not Verified,1 year,NY,Low Income,0
26000,26000, 36 months,18.94,D,D2,45000.0,credit_card,Current,16.56,952.27,RENT,Source Verified,3 years,CA,Medium Income,0
40000,40000, 60 months,16.91,C,C5,90000.0,credit_card,Current,20.16,992.17,MORTGAGE,Source Verified,< 1 year,CO,High Income,0
14000,14000, 60 months,18.94,D,D2,62000.0,debt_consolidation,Current,16.78,362.71,RENT,Not Verified,2 years,NY,Medium Income,0
9350,9350, 36 months,7.56,A,A3,51000.0,credit_card,Current,20.99,291.11,RENT,Not Verified,10+ years,TX,Medium Income,0
27000,27000, 60 months,8.19,A,A4,52000.0,debt_consolidation,Current,37.55,549.93,MORTGAGE,Not Verified,10+ years,TN,Medium Income,0
7500,7500, 36 months,15.02,C,C3,70000.0,credit_card,Current,23.42,260.07,RENT,Not Verified,5 years,FL,Medium Income,0
20000,20000, 60 months,14.47,C,C2,56000.0,debt_consolidation,Current,18.5,470.26,MORTGAGE,Not Verified,9 years,CA,Medium Income,0
15000,15000, 36 months,11.8,B,B4,35000.0,debt_consolidation,Current,26.1,496.79,RENT,Source Verified,1 year,IL,Low Income,0
15000,15000, 36 months,10.33,B,B1,21264.0,debt_consolidation,Current,52.99,486.34,RENT,Source Verified,10+ years,FL,Low Income,0
7300,7300, 36 months,8.19,A,A4,56000.0,debt_consolidation,Current,18.62,229.4,RENT,Not Verified,1 year,CA,Medium Income,0
17000,17000, 36 months,11.8,B,B4,98000.0,debt_consolidation,Current,25.73,563.03,RENT,Not Verified,8 years,CO,High Income,0
7000,7000, 36 months,16.91,C,C5,55000.0,debt_consolidation,Current,18.59,249.26,RENT,Not Verified,10+ years,TX,Medium Income,0
20000,20000, 60 months,11.8,B,B4,95000.0,credit_card,Current,11.09,442.88,MORTGAGE,Not Verified,< 1 year,CA,High Income,0
35000,35000, 60 months,22.35,D,D5,70000.0,debt_consolidation,Current,31.54,973.64,OWN,Not Verified,10+ years,CA,Medium Income,0
4000,4000, 36 months,8.81,A,A5,120000.0,debt_consolidation,Current,14.54,126.85,RENT,Verified,7 years,NY,High Income,0
4000,4000, 36 months,16.91,C,C5,45000.0,debt_consolidation,Current,24.16,142.44,OWN,Source Verified,< 1 year,NJ,Medium Income,0
26000,26000, 60 months,8.19,A,A4,30000.0,debt_consolidation,Current,43.56,529.56,MORTGAGE,Verified,10+ years,DE,Low Income,0
25000,25000, 60 months,8.81,A,A5,69000.0,debt_consolidation,Current,11.2,516.66,MORTGAGE,Source Verified,< 1 year,AL,Medium Income,0
9500,9500, 36 months,7.56,A,A3,54000.0,debt_consolidation,Current,16.04,295.78,RENT,Not Verified,3 years,CA,Medium Income,0
18000,18000, 36 months,18.94,D,D2,78000.0,debt_consolidation,Current,12.38,659.27,RENT,Not Verified,1 year,CA,Medium Income,0
10000,10000, 36 months,11.8,B,B4,70000.0,debt_consolidation,Current,19.6,331.19,OWN,Not Verified,4 years,CA,Medium Income,0
17000,17000, 36 months,6.46,A,A1,140000.0,credit_card,Current,12.75,520.73,MORTGAGE,Not Verified,5 years,CA,Very High Income,0
10000,10000, 36 months,18.94,D,D2,30000.0,credit_card,Current,33.2,366.26,OWN,Source Verified,< 1 year,CA,Low Income,0
15500,15500, 36 months,6.46,A,A1,62000.0,debt_consolidation,Current,22.65,474.78,RENT,Source Verified,10+ years,WA,Medium Income,0
20000,20000, 60 months,10.72,B,B2,65000.0,debt_consolidation,Current,17.42,432.07,MORTGAGE,Source Verified,10+ years,MI,Medium Income,0
17000,17000, 60 months,11.8,B,B4,50000.0,debt_consolidation,Current,33.99,376.44,RENT,Not Verified,< 1 year,NC,Medium Income,0
15000,15000, 36 months,11.31,B,B3,57870.0,credit_card,Current,11.8,493.29,MORTGAGE,Not Verified,10+ years,CA,Medium Income,0
15000,15000, 36 months,6.46,A,A1,30000.0,debt_consolidation,Current,23.0,459.47,RENT,Not Verified,10+ years,TX,Low Income,0
7800,7800, 36 months,8.19,A,A4,40000.0,debt_consolidation,Current,27.27,245.11,MORTGAGE,Not Verified,3 years,MO,Low Income,0
2400,2400, 36 months,10.72,B,B2,71000.0,credit_card,Current,33.0,78.26,RENT,Not Verified,1 year,TX,Medium Income,0
6000,6000, 36 months,6.46,A,A1,100000.0,credit_card,Current,6.77,183.79,OWN,Not Verified,5 years,NJ,High Income,0
20000,20000, 36 months,6.46,A,A1,80000.0,debt_consolidation,Current,23.3,612.62,MORTGAGE,Verified,< 1 year,OH,Medium Income,0
20000,20000, 60 months,10.33,B,B1,127000.0,credit_card,Current,17.8,428.2,MORTGAGE,Source Verified,10+ years,CO,Very High Income,0
30000,30000, 60 months,14.47,C,C2,80000.0,debt_consolidation,Current,12.32,705.38,MORTGAGE,Source Verified,4 years,FL,Medium Income,0
20000,20000, 60 months,12.98,B,B5,70000.0,debt_consolidation,Current,9.69,454.86,MORTGAGE,Source Verified,10+ years,AZ,Medium Income,0
10000,10000, 36 months,8.19,A,A4,45000.0,debt_consolidation,Current,20.05,314.25,RENT,Not Verified,10+ years,NJ,Medium Income,0
10000,10000, 36 months,16.14,C,C4,70000.0,debt_consolidation,Current,14.59,352.27,RENT,Source Verified,4 years,CA,Medium Income,0
11200,11200, 36 months,7.56,A,A3,70000.0,credit_card,Current,35.47,348.7,MORTGAGE,Not Verified,10+ years,NC,Medium Income,0
1900,1900, 36 months,7.02,A,A2,50000.0,credit_card,Current,25.04,58.69,RENT,Not Verified,10+ years,WA,Medium Income,0
16200,16200, 60 months,15.02,C,C3,250000.0,credit_card,Current,12.62,385.57,MORTGAGE,Source Verified,1 year,NY,Very High Income,0
15000,15000, 60 months,11.8,B,B4,48000.0,debt_consolidation,Current,12.38,332.16,RENT,Source Verified,4 years,NY,Medium Income,0
4300,4300, 36 months,7.02,A,A2,80000.0,other,Current,12.11,132.82,RENT,Verified,10+ years,VA,Medium Income,0
5400,5400, 36 months,7.56,A,A3,92000.0,credit_card,Current,14.66,168.13,OWN,Not Verified,10+ years,FL,High Income,0
25000,25000, 36 months,6.46,A,A1,120000.0,credit_card,Current,22.11,765.77,MORTGAGE,Not Verified,2 years,TN,High Income,0
12000,12000, 60 months,11.31,B,B3,180000.0,credit_card,Current,15.21,262.77,RENT,Source Verified,7 years,MI,Very High Income,0
5500,5500, 36 months,6.46,A,A1,25000.0,credit_card,Current,23.38,168.47,RENT,Not Verified,< 1 year,PA,Low Income,0
40000,40000, 36 months,11.31,B,B3,550000.0,house,Current,11.68,1315.43,MORTGAGE,Verified,10+ years,CA,Very High Income,0
17000,17000, 60 months,11.8,B,B4,60000.0,credit_card,Current,19.72,376.44,MORTGAGE,Not Verified,< 1 year,NC,Medium Income,0
5600,5600, 36 months,10.33,B,B1,122000.0,credit_card,Current,25.52,181.57,RENT,Source Verified,7 years,CA,Very High Income,0
36000,36000, 36 months,10.72,B,B2,142000.0,credit_card,Current,20.96,1173.83,MORTGAGE,Source Verified,2 years,VA,Very High Income,0
17000,17000, 36 months,6.46,A,A1,70000.0,debt_consolidation,Current,21.41,520.73,MORTGAGE,Not Verified,< 1 year,WI,Medium Income,0
3500,3500, 36 months,15.02,C,C3,30000.0,other,Current,28.68,121.37,MORTGAGE,Not Verified,10+ years,NE,Low Income,0
10000,10000, 36 months,6.46,A,A1,90000.0,credit_card,Current,16.94,306.31,MORTGAGE,Not Verified,< 1 year,MO,High Income,0
10000,10000, 36 months,8.19,A,A4,65000.0,debt_consolidation,Fully Paid,19.87,314.25,MORTGAGE,Verified,8 years,TX,Medium Income,0
40000,40000, 60 months,11.8,B,B4,130000.0,credit_card,Current,23.12,885.75,MORTGAGE,Source Verified,< 1 year,AK,Very High Income,0
2000,2000, 36 months,13.56,C,C1,55000.0,medical,Current,29.23,67.93,MORTGAGE,Source Verified,10+ years,AR,Medium Income,0
6000,6000, 36 months,8.19,A,A4,50000.0,debt_consolidation,Current,20.28,188.55,RENT,Not Verified,< 1 year,TX,Medium Income,0
1500,1500, 36 months,10.72,B,B2,72000.0,credit_card,Current,4.55,48.91,MORTGAGE,Verified,3 years,OH,Medium Income,0
8000,8000, 36 months,6.46,A,A1,213000.0,credit_card,Current,7.97,245.05,RENT,Not Verified,3 years,CA,Very High Income,0
15000,15000, 60 months,11.8,B,B4,70000.0,debt_consolidation,Current,8.93,332.16,MORTGAGE,Not Verified,10+ years,CO,Medium Income,0
40000,40000, 60 months,11.8,B,B4,86000.0,home_improvement,Current,16.62,885.75,MORTGAGE,Source Verified,10+ years,VA,High Income,0
11000,11000, 36 months,16.91,C,C5,56000.0,credit_card,Current,24.73,391.69,RENT,Verified,5 years,AZ,Medium Income,0
6025,6025, 36 months,11.8,B,B4,80000.0,debt_consolidation,Current,13.19,199.55,MORTGAGE,Not Verified,10+ years,MA,Medium Income,0
40000,40000, 36 months,10.33,B,B1,120000.0,credit_card,Current,19.35,1296.9,MORTGAGE,Source Verified,10+ years,OH,High Income,0
18000,18000, 36 months,10.72,B,B2,141000.0,credit_card,Current,24.62,586.92,MORTGAGE,Not Verified,10+ years,AZ,Very High Income,0
24000,24000, 60 months,11.8,B,B4,115000.0,credit_card,Current,23.31,531.45,RENT,Source Verified,2 years,CA,High Income,0
15000,15000, 60 months,15.02,C,C3,50880.0,debt_consolidation,Current,12.08,357.01,MORTGAGE,Source Verified,6 years,CO,Medium Income,0
27000,27000, 60 months,15.02,C,C3,77000.0,credit_card,Current,21.79,642.62,RENT,Source Verified,6 years,TX,Medium Income,0
20000,20000, 60 months,10.72,B,B2,35000.0,debt_consolidation,Current,11.8,432.07,MORTGAGE,Not Verified,6 years,MO,Low Income,0
8500,8500, 36 months,16.14,C,C4,80000.0,debt_consolidation,Current,28.2,299.43,MORTGAGE,Not Verified,10+ years,KS,Medium Income,0
16000,16000, 36 months,7.02,A,A2,125750.0,credit_card,Current,5.11,494.18,MORTGAGE,Source Verified,2 years,NY,Very High Income,0
20000,20000, 60 months,16.14,C,C4,62000.0,credit_card,Current,17.03,487.86,MORTGAGE,Source Verified,8 years,KY,Medium Income,0
20000,20000, 36 months,6.46,A,A1,85000.0,debt_consolidation,Current,10.63,612.62,MORTGAGE,Not Verified,2 years,MA,High Income,0
5000,5000, 36 months,16.14,C,C4,15000.0,debt_consolidation,Current,27.44,176.14,RENT,Source Verified,2 years,IN,Low Income,0
15000,15000, 36 months,18.94,D,D2,56000.0,credit_card,Current,15.82,549.39,RENT,Source Verified,4 years,CA,Medium Income,0
31000,31000, 60 months,14.47,C,C2,75000.0,debt_consolidation,Current,12.85,728.9,RENT,Not Verified,< 1 year,CA,Medium Income,0
18000,18000, 36 months,16.14,C,C4,38211.0,credit_card,Current,12.15,634.08,MORTGAGE,Not Verified,6 years,VA,Low Income,0
4000,4000, 36 months,15.02,C,C3,22000.0,credit_card,Current,11.73,138.71,RENT,Not Verified,< 1 year,NC,Low Income,0
40000,40000, 36 months,10.72,B,B2,170000.0,debt_consolidation,Current,20.94,1304.26,OWN,Source Verified,3 years,AL,Very High Income,0
10000,10000, 36 months,17.97,D,D1,96000.0,other,Current,19.27,361.38,RENT,Not Verified,6 years,TX,High Income,0
40000,40000, 36 months,7.02,A,A2,113000.0,debt_consolidation,Current,16.21,1235.45,RENT,Not Verified,10+ years,CA,High Income,0
25000,25000, 60 months,8.19,A,A4,75000.0,debt_consolidation,Current,6.4,509.19,MORTGAGE,Source Verified,2 years,LA,Medium Income,0
15500,15500, 36 months,10.33,B,B1,185000.0,debt_consolidation,Current,7.14,502.55,MORTGAGE,Source Verified,3 years,CA,Very High Income,0
6000,6000, 36 months,16.91,C,C5,63500.0,house,Current,29.31,213.65,RENT,Source Verified,10+ years,CA,Medium Income,0
25000,25000, 36 months,7.02,A,A2,43500.0,debt_consolidation,Current,28.91,772.16,RENT,Verified,3 years,GA,Medium Income,0
10000,10000, 60 months,19.92,D,D3,60000.0,debt_consolidation,Current,15.36,264.5,RENT,Source Verified,2 years,CA,Medium Income,0
40000,40000, 60 months,8.19,A,A4,250000.0,debt_consolidation,Current,23.17,814.7,MORTGAGE,Not Verified,< 1 year,UT,Very High Income,0
4000,4000, 36 months,16.14,C,C4,45000.0,debt_consolidation,Current,20.16,140.91,RENT,Source Verified,10+ years,IL,Medium Income,0
25000,25000, 60 months,15.02,C,C3,130000.0,debt_consolidation,Current,12.41,595.02,MORTGAGE,Verified,2 years,CA,Very High Income,0
12000,12000, 36 months,16.14,C,C4,85000.0,debt_consolidation,Current,14.3,422.72,MORTGAGE,Not Verified,< 1 year,PA,High Income,0
6000,6000, 36 months,16.91,C,C5,22000.0,other,Current,8.13,213.65,OWN,Verified,7 years,TX,Low Income,0
9500,9500, 36 months,8.19,A,A4,50000.0,credit_card,Fully Paid,11.43,298.53,RENT,Not Verified,5 years,MN,Medium Income,0
40000,40000, 60 months,11.8,B,B4,200000.0,debt_consolidation,Current,5.11,885.75,MORTGAGE,Source Verified,10+ years,NJ,Very High Income,0
6000,6000, 36 months,10.72,B,B2,65520.0,vacation,Fully Paid,13.37,195.64,MORTGAGE,Not Verified,10+ years,NM,Medium Income,0
16000,16000, 36 months,7.56,A,A3,92000.0,credit_card,Current,10.27,498.15,MORTGAGE,Not Verified,8 years,OH,High Income,0
4000,4000, 36 months,15.02,C,C3,35000.0,other,Current,2.81,138.71,RENT,Source Verified,5 years,CA,Low Income,0
1500,1500, 36 months,25.34,E,E3,72000.0,debt_consolidation,Current,16.42,59.91,RENT,Not Verified,6 years,NJ,Medium Income,0
2400,2400, 36 months,14.47,C,C2,35000.0,debt_consolidation,Current,5.93,82.58,RENT,Source Verified,8 years,NY,Low Income,0
7000,7000, 36 months,7.02,A,A2,42588.0,credit_card,Current,19.5,216.21,MORTGAGE,Source Verified,6 years,UT,Medium Income,0
